Elapsed_Time_s,Timestamp,T1_C,T2_C,Skew_ms,Delta_T_C
534.453,2026-03-06T12:16:25.828479,19.6328,22.6563,0.824,-3.0234
534.676,2026-03-06T12:16:26.051527,19.5469,22.5703,0.854,-3.0234
534.919,2026-03-06T12:16:26.295020,19.4609,22.4766,0.824,-3.0156
535.160,2026-03-06T12:16:26.535645,19.3672,22.3906,0.855,-3.0234
535.398,2026-03-06T12:16:26.773522,19.2813,22.2969,0.854,-3.0156
535.652,2026-03-06T12:16:27.027231,19.1953,22.2109,0.854,-3.0156
535.874,2026-03-06T12:16:27.249920,19.1094,22.1250,0.854,-3.0156
536.103,2026-03-06T12:16:27.478982,19.0234,22.0234,0.916,-3.0000
536.345,2026-03-06T12:16:27.720821,18.9375,21.9453,0.854,-3.0078
536.585,2026-03-06T12:16:27.960629,18.8516,21.8594,0.824,-3.0078
536.824,2026-03-06T12:16:28.199875,18.7734,21.7656,0.854,-2.9922
537.045,2026-03-06T12:16:28.420527,18.6875,21.6797,0.854,-2.9922
537.283,2026-03-06T12:16:28.658398,18.6016,21.5938,0.854,-2.9922
537.523,2026-03-06T12:16:28.898500,18.5156,21.5078,0.854,-2.9922
537.781,2026-03-06T12:16:29.156137,18.4297,21.4063,0.854,-2.9766
538.025,2026-03-06T12:16:29.400383,18.3438,21.3203,0.854,-2.9766
538.264,2026-03-06T12:16:29.639741,18.2500,21.2266,0.854,-2.9766
538.501,2026-03-06T12:16:29.876881,18.1641,21.1406,0.854,-2.9766
538.721,2026-03-06T12:16:30.096617,18.0859,21.0547,0.885,-2.9688
538.966,2026-03-06T12:16:30.341291,18.0000,20.9688,0.854,-2.9688
539.206,2026-03-06T12:16:30.581213,17.9219,20.8828,0.854,-2.9609
539.447,2026-03-06T12:16:30.822727,17.8359,20.7891,0.824,-2.9531
539.699,2026-03-06T12:16:31.074750,17.7500,20.7031,0.885,-2.9531
539.921,2026-03-06T12:16:31.296961,17.6719,20.6250,0.854,-2.9531
540.146,2026-03-06T12:16:31.521838,17.5938,20.5391,1.312,-2.9453
540.390,2026-03-06T12:16:31.765312,17.5078,20.4453,0.854,-2.9375
540.631,2026-03-06T12:16:32.006991,17.4219,20.3594,0.854,-2.9375
540.868,2026-03-06T12:16:32.244047,17.3438,20.2813,0.854,-2.9375
541.089,2026-03-06T12:16:32.464356,17.2656,20.1953,0.824,-2.9297
541.327,2026-03-06T12:16:32.702583,17.1875,20.1094,0.885,-2.9219
541.568,2026-03-06T12:16:32.943526,17.1016,20.0234,0.854,-2.9219
541.824,2026-03-06T12:16:33.199205,17.0234,19.9375,0.854,-2.9141
542.058,2026-03-06T12:16:33.433991,16.9375,19.8516,0.854,-2.9141
542.286,2026-03-06T12:16:33.661898,16.8672,19.7734,0.854,-2.9063
542.512,2026-03-06T12:16:33.887841,16.7813,19.6875,0.854,-2.9063
542.752,2026-03-06T12:16:34.127169,16.7031,19.6016,0.854,-2.8984
542.993,2026-03-06T12:16:34.368281,16.6250,19.5234,0.854,-2.8984
543.235,2026-03-06T12:16:34.610509,16.5391,19.4375,0.854,-2.8984
543.457,2026-03-06T12:16:34.833007,16.4688,19.3516,0.854,-2.8828
543.695,2026-03-06T12:16:35.070454,16.3906,19.2734,0.854,-2.8828
543.951,2026-03-06T12:16:35.326371,16.3047,19.1953,0.824,-2.8906
544.192,2026-03-06T12:16:35.567509,16.2266,19.1016,0.854,-2.8750
544.433,2026-03-06T12:16:35.808657,16.1484,19.0156,0.854,-2.8672
544.677,2026-03-06T12:16:36.052160,16.0625,18.9297,0.855,-2.8672
544.919,2026-03-06T12:16:36.294854,15.9844,18.8438,0.854,-2.8594
545.139,2026-03-06T12:16:36.514533,15.9219,18.7734,0.854,-2.8516
545.378,2026-03-06T12:16:36.754034,15.8359,18.6875,0.854,-2.8516
545.622,2026-03-06T12:16:36.997239,15.7578,18.6094,0.854,-2.8516
545.877,2026-03-06T12:16:37.252973,15.6797,18.5234,0.824,-2.8438
546.104,2026-03-06T12:16:37.479624,15.6016,18.4375,0.854,-2.8359
546.324,2026-03-06T12:16:37.699666,15.5313,18.3672,0.855,-2.8359
546.562,2026-03-06T12:16:37.937788,15.4531,18.2891,0.854,-2.8359
546.800,2026-03-06T12:16:38.175983,15.3828,18.2109,0.854,-2.8281
547.042,2026-03-06T12:16:38.417882,15.2969,18.1250,0.854,-2.8281
547.284,2026-03-06T12:16:38.660052,15.2188,18.0391,0.824,-2.8203
547.508,2026-03-06T12:16:38.883664,15.1563,17.9688,0.854,-2.8125
547.763,2026-03-06T12:16:39.138235,15.0859,17.8828,0.854,-2.7969
547.993,2026-03-06T12:16:39.368466,15.0000,17.8047,0.854,-2.8047
548.223,2026-03-06T12:16:39.598800,14.9219,17.7344,0.854,-2.8125
548.465,2026-03-06T12:16:39.840967,14.8516,17.6406,0.854,-2.7891
548.689,2026-03-06T12:16:40.064420,14.7813,17.5703,0.854,-2.7891
548.931,2026-03-06T12:16:40.306559,14.7109,17.4922,0.854,-2.7813
549.172,2026-03-06T12:16:40.547211,14.6328,17.4141,0.855,-2.7813
549.409,2026-03-06T12:16:40.784455,14.5625,17.3359,0.854,-2.7734
549.667,2026-03-06T12:16:41.042821,14.4844,17.2656,0.824,-2.7813
549.886,2026-03-06T12:16:41.261262,14.4141,17.1875,0.824,-2.7734
550.118,2026-03-06T12:16:41.493119,14.3438,17.1016,0.854,-2.7578
550.355,2026-03-06T12:16:41.730590,14.2656,17.0313,0.885,-2.7656
550.592,2026-03-06T12:16:41.967894,14.1953,16.9453,0.854,-2.7500
550.831,2026-03-06T12:16:42.206557,14.1250,16.8750,0.854,-2.7500
551.054,2026-03-06T12:16:42.429971,14.0625,16.7969,1.129,-2.7344
551.298,2026-03-06T12:16:42.673758,13.9766,16.7266,0.854,-2.7500
551.538,2026-03-06T12:16:42.914089,13.9141,16.6328,0.824,-2.7188
551.788,2026-03-06T12:16:43.163743,13.8281,16.5625,0.916,-2.7344
552.021,2026-03-06T12:16:43.397020,13.7656,16.4922,0.824,-2.7266
552.238,2026-03-06T12:16:43.613613,13.7031,16.4219,0.854,-2.7188
552.477,2026-03-06T12:16:43.852461,13.6250,16.3438,0.854,-2.7188
552.720,2026-03-06T12:16:44.095698,13.5547,16.2656,0.854,-2.7109
552.961,2026-03-06T12:16:44.337041,13.4844,16.1875,0.854,-2.7031
553.199,2026-03-06T12:16:44.574280,13.4141,16.1172,0.854,-2.7031
553.420,2026-03-06T12:16:44.795128,13.3516,16.0469,1.343,-2.6953
553.679,2026-03-06T12:16:45.054940,13.2734,15.9688,0.854,-2.6953
553.910,2026-03-06T12:16:45.285973,13.2031,15.8906,0.854,-2.6875
554.143,2026-03-06T12:16:45.518555,13.1328,15.8203,0.854,-2.6875
554.381,2026-03-06T12:16:45.756232,13.0703,15.7422,0.855,-2.6719
554.602,2026-03-06T12:16:45.977481,13.0078,15.6797,0.854,-2.6719
554.841,2026-03-06T12:16:46.217088,12.9375,15.6016,0.854,-2.6641
555.081,2026-03-06T12:16:46.457108,12.8672,15.5313,0.854,-2.6641
555.318,2026-03-06T12:16:46.693809,12.7969,15.4531,0.854,-2.6563
555.555,2026-03-06T12:16:46.930766,12.7266,15.3828,0.854,-2.6563
555.774,2026-03-06T12:16:47.150083,12.6719,15.3125,0.854,-2.6406
556.013,2026-03-06T12:16:47.388597,12.5938,15.2500,0.854,-2.6563
556.266,2026-03-06T12:16:47.641774,12.5313,15.1797,0.854,-2.6484
556.510,2026-03-06T12:16:47.885364,12.4609,15.0938,0.854,-2.6328
556.738,2026-03-06T12:16:48.113719,12.3906,15.0234,0.824,-2.6328
556.957,2026-03-06T12:16:48.333020,12.3359,14.9609,0.854,-2.6250
557.196,2026-03-06T12:16:48.571175,12.2578,14.8828,0.854,-2.6250
557.438,2026-03-06T12:16:48.813410,12.1953,14.8047,0.854,-2.6094
557.679,2026-03-06T12:16:49.054805,12.1250,14.7344,0.854,-2.6094
557.937,2026-03-06T12:16:49.312718,12.0625,14.6641,0.854,-2.6016
558.152,2026-03-06T12:16:49.527866,12.0000,14.6016,0.854,-2.6016
558.392,2026-03-06T12:16:49.767184,11.9375,14.5234,0.854,-2.5859
558.623,2026-03-06T12:16:49.998233,11.8750,14.4609,0.885,-2.5859
558.855,2026-03-06T12:16:50.230491,11.8047,14.3828,0.854,-2.5781
559.096,2026-03-06T12:16:50.471979,11.7344,14.3125,0.854,-2.5781
559.322,2026-03-06T12:16:50.697264,11.6797,14.2422,0.854,-2.5625
559.563,2026-03-06T12:16:50.938489,11.6094,14.1719,0.854,-2.5625
559.801,2026-03-06T12:16:51.176739,11.5469,14.1094,0.854,-2.5625
560.062,2026-03-06T12:16:51.437635,11.4844,14.0391,0.855,-2.5547
560.305,2026-03-06T12:16:51.680910,11.4063,13.9609,0.854,-2.5547
560.543,2026-03-06T12:16:51.919084,11.3438,13.8828,0.854,-2.5391
560.784,2026-03-06T12:16:52.159945,11.2813,13.8125,0.824,-2.5313
561.005,2026-03-06T12:16:52.380634,11.2266,13.7578,0.854,-2.5313
561.241,2026-03-06T12:16:52.617092,11.1563,13.6875,0.885,-2.5313
561.481,2026-03-06T12:16:52.856941,11.0938,13.6172,0.854,-2.5234
561.723,2026-03-06T12:16:53.098439,11.0313,13.5547,0.854,-2.5234
561.981,2026-03-06T12:16:53.356788,10.9688,13.4844,0.854,-2.5156
562.196,2026-03-06T12:16:53.571446,10.9141,13.4219,0.854,-2.5078
562.437,2026-03-06T12:16:53.812629,10.8438,13.3594,0.854,-2.5156
562.679,2026-03-06T12:16:54.054131,10.7891,13.2891,0.854,-2.5000
562.905,2026-03-06T12:16:54.280760,10.7266,13.2109,0.824,-2.4844
563.149,2026-03-06T12:16:54.524119,10.6563,13.1406,0.854,-2.4844
563.372,2026-03-06T12:16:54.747739,10.6016,13.0859,0.824,-2.4844
563.613,2026-03-06T12:16:54.988368,10.5391,13.0156,0.854,-2.4766
563.851,2026-03-06T12:16:55.226520,10.4766,12.9531,0.854,-2.4766
564.107,2026-03-06T12:16:55.482624,10.4219,12.8828,0.854,-2.4609
564.337,2026-03-06T12:16:55.712735,10.3594,12.8125,0.854,-2.4531
564.562,2026-03-06T12:16:55.937520,10.3047,12.7500,0.854,-2.4453
564.794,2026-03-06T12:16:56.169889,10.2344,12.6797,0.854,-2.4453
565.034,2026-03-06T12:16:56.409971,10.1719,12.6250,0.854,-2.4531
565.272,2026-03-06T12:16:56.647528,10.1094,12.5547,0.854,-2.4453
565.510,2026-03-06T12:16:56.885369,10.0547,12.4922,0.854,-2.4375
565.733,2026-03-06T12:16:57.109083,10.0000,12.4297,0.854,-2.4297
565.977,2026-03-06T12:16:57.352636,9.9375,12.3672,0.854,-2.4297
566.233,2026-03-06T12:16:57.608378,9.8750,12.2969,0.854,-2.4219
566.468,2026-03-06T12:16:57.843567,9.8125,12.2344,0.855,-2.4219
566.701,2026-03-06T12:16:58.077076,9.7578,12.1719,0.854,-2.4141
566.917,2026-03-06T12:16:58.292549,9.7031,12.1094,0.854,-2.4063
567.156,2026-03-06T12:16:58.531144,9.6406,12.0469,0.854,-2.4063
567.396,2026-03-06T12:16:58.772076,9.5781,11.9766,1.160,-2.3984
567.638,2026-03-06T12:16:59.013483,9.5234,11.9141,0.854,-2.3906
567.875,2026-03-06T12:16:59.250545,9.4688,11.8516,0.854,-2.3828
568.095,2026-03-06T12:16:59.470331,9.4141,11.7969,0.854,-2.3828
568.338,2026-03-06T12:16:59.713681,9.3516,11.7266,0.854,-2.3750
568.586,2026-03-06T12:16:59.961628,9.2969,11.6641,0.854,-2.3672
568.821,2026-03-06T12:17:00.196627,9.2344,11.6016,0.854,-2.3672
569.058,2026-03-06T12:17:00.433497,9.1797,11.5391,0.854,-2.3594
569.278,2026-03-06T12:17:00.653935,9.1250,11.4844,0.854,-2.3594
569.521,2026-03-06T12:17:00.896212,9.0703,11.4141,0.824,-2.3438
569.763,2026-03-06T12:17:01.138605,9.0078,11.3516,0.854,-2.3438
570.005,2026-03-06T12:17:01.380646,8.9531,11.2969,0.854,-2.3438
570.242,2026-03-06T12:17:01.617697,8.8906,11.2344,0.854,-2.3438
570.462,2026-03-06T12:17:01.837556,8.8359,11.1719,0.854,-2.3359
570.718,2026-03-06T12:17:02.094001,8.7891,11.1094,0.854,-2.3203
570.955,2026-03-06T12:17:02.330250,8.7266,11.0469,0.854,-2.3203
571.181,2026-03-06T12:17:02.556705,8.6797,10.9844,0.855,-2.3047
571.421,2026-03-06T12:17:02.796178,8.6172,10.9219,0.854,-2.3047
571.647,2026-03-06T12:17:03.022125,8.5703,10.8672,0.854,-2.2969
571.888,2026-03-06T12:17:03.263403,8.5078,10.8047,0.854,-2.2969
572.127,2026-03-06T12:17:03.502192,8.4531,10.7500,0.854,-2.2969
572.365,2026-03-06T12:17:03.740872,8.3984,10.6953,0.854,-2.2969
572.621,2026-03-06T12:17:03.996940,8.3359,10.6172,0.824,-2.2813
572.838,2026-03-06T12:17:04.214062,8.2891,10.5703,0.854,-2.2813
573.073,2026-03-06T12:17:04.448315,8.2344,10.5078,0.854,-2.2734
573.311,2026-03-06T12:17:04.686806,8.1797,10.4453,0.854,-2.2656
573.549,2026-03-06T12:17:04.925090,8.1250,10.3906,0.854,-2.2656
573.788,2026-03-06T12:17:05.164001,8.0703,10.3359,0.854,-2.2656
574.011,2026-03-06T12:17:05.386263,8.0234,10.2813,0.854,-2.2578
574.255,2026-03-06T12:17:05.630809,7.9688,10.2188,0.824,-2.2500
574.508,2026-03-06T12:17:05.883803,7.8984,10.1563,0.855,-2.2578
574.741,2026-03-06T12:17:06.116338,7.8516,10.0938,0.824,-2.2422
574.973,2026-03-06T12:17:06.348333,7.8047,10.0391,0.854,-2.2344
575.193,2026-03-06T12:17:06.568453,7.7578,9.9844,0.824,-2.2266
575.432,2026-03-06T12:17:06.807336,7.7031,9.9297,0.854,-2.2266
575.676,2026-03-06T12:17:07.051340,7.6484,9.8750,0.854,-2.2266
575.917,2026-03-06T12:17:07.292762,7.5938,9.8125,0.854,-2.2188
576.158,2026-03-06T12:17:07.534067,7.5391,9.7578,0.854,-2.2188
576.378,2026-03-06T12:17:07.753381,7.4922,9.7031,0.854,-2.2109
576.627,2026-03-06T12:17:08.002904,7.4375,9.6484,0.854,-2.2109
576.865,2026-03-06T12:17:08.240414,7.3906,9.5859,0.854,-2.1953
577.091,2026-03-06T12:17:08.466658,7.3359,9.5234,0.854,-2.1875
577.332,2026-03-06T12:17:08.707933,7.2813,9.4688,0.855,-2.1875
577.557,2026-03-06T12:17:08.932292,7.2344,9.4141,0.854,-2.1797
577.800,2026-03-06T12:17:09.175350,7.1719,9.3594,0.854,-2.1875
578.037,2026-03-06T12:17:09.412791,7.1250,9.3047,0.854,-2.1797
578.275,2026-03-06T12:17:09.650289,7.0781,9.2500,0.855,-2.1719
578.512,2026-03-06T12:17:09.888086,7.0313,9.1953,0.854,-2.1641
578.732,2026-03-06T12:17:10.107831,6.9844,9.1484,0.854,-2.1641
578.990,2026-03-06T12:17:10.365168,6.9375,9.0859,0.854,-2.1484
579.221,2026-03-06T12:17:10.596290,6.8672,9.0234,0.946,-2.1563
579.458,2026-03-06T12:17:10.834010,6.8203,8.9688,0.854,-2.1484
579.701,2026-03-06T12:17:11.076753,6.7734,8.9219,0.824,-2.1484
579.922,2026-03-06T12:17:11.297322,6.7266,8.8672,0.854,-2.1406
580.158,2026-03-06T12:17:11.534006,6.6797,8.8125,0.854,-2.1328
580.400,2026-03-06T12:17:11.776014,6.6250,8.7578,0.854,-2.1328
580.658,2026-03-06T12:17:12.033195,6.5781,8.6953,0.854,-2.1172
580.892,2026-03-06T12:17:12.268040,6.5313,8.6484,0.854,-2.1172
581.119,2026-03-06T12:17:12.494712,6.4844,8.6016,0.854,-2.1172
581.347,2026-03-06T12:17:12.722511,6.4297,8.5469,0.854,-2.1172
581.592,2026-03-06T12:17:12.967333,6.3828,8.4844,0.854,-2.1016
581.833,2026-03-06T12:17:13.208679,6.3359,8.4297,0.854,-2.0938
582.074,2026-03-06T12:17:13.450011,6.2734,8.3750,0.854,-2.1016
582.295,2026-03-06T12:17:13.670186,6.2344,8.3281,0.854,-2.0938
582.532,2026-03-06T12:17:13.907783,6.1875,8.2813,0.854,-2.0938
582.783,2026-03-06T12:17:14.158417,6.1406,8.2266,0.854,-2.0859
583.025,2026-03-06T12:17:14.400431,6.0859,8.1719,0.854,-2.0859
583.256,2026-03-06T12:17:14.632098,6.0391,8.1250,0.854,-2.0859
583.478,2026-03-06T12:17:14.854100,5.9922,8.0703,0.854,-2.0781
583.717,2026-03-06T12:17:15.092343,5.9453,8.0156,0.854,-2.0703
583.955,2026-03-06T12:17:15.330744,5.8984,7.9609,0.854,-2.0625
584.198,2026-03-06T12:17:15.573337,5.8516,7.9063,0.854,-2.0547
584.440,2026-03-06T12:17:15.815934,5.8047,7.8516,0.854,-2.0469
584.678,2026-03-06T12:17:16.053182,5.7578,7.8047,0.885,-2.0469
584.901,2026-03-06T12:17:16.276318,5.7109,7.7578,0.854,-2.0469
585.140,2026-03-06T12:17:16.515508,5.6641,7.7109,0.885,-2.0469
585.382,2026-03-06T12:17:16.757375,5.6094,7.6563,0.854,-2.0469
585.619,2026-03-06T12:17:16.994467,5.5703,7.6016,0.854,-2.0313
585.839,2026-03-06T12:17:17.214523,5.5313,7.5547,0.854,-2.0234
586.076,2026-03-06T12:17:17.451984,5.4844,7.5000,0.824,-2.0156
586.313,2026-03-06T12:17:17.689048,5.4375,7.4609,0.885,-2.0234
586.569,2026-03-06T12:17:17.944962,5.3906,7.4063,0.854,-2.0156
586.810,2026-03-06T12:17:18.185189,5.3359,7.3438,0.885,-2.0078
587.052,2026-03-06T12:17:18.427335,5.2891,7.2969,0.824,-2.0078
587.293,2026-03-06T12:17:18.668484,5.2422,7.2500,0.854,-2.0078
587.514,2026-03-06T12:17:18.889206,5.2031,7.2031,0.916,-2.0000
587.752,2026-03-06T12:17:19.127458,5.1563,7.1563,0.885,-2.0000
587.989,2026-03-06T12:17:19.364364,5.1172,7.1094,0.824,-1.9922
588.231,2026-03-06T12:17:19.606681,5.0625,7.0547,1.282,-1.9922
588.481,2026-03-06T12:17:19.856384,5.0234,7.0078,0.855,-1.9844
588.697,2026-03-06T12:17:20.072533,4.9844,6.9609,0.885,-1.9766
588.935,2026-03-06T12:17:20.310296,4.9375,6.9141,0.854,-1.9766
589.173,2026-03-06T12:17:20.548503,4.8906,6.8516,0.854,-1.9609
589.412,2026-03-06T12:17:20.787862,4.8516,6.8047,0.854,-1.9531
589.650,2026-03-06T12:17:21.025227,4.7969,6.7656,0.885,-1.9688
589.871,2026-03-06T12:17:21.246690,4.7656,6.7188,1.312,-1.9531
590.113,2026-03-06T12:17:21.488581,4.7109,6.6641,0.854,-1.9531
590.354,2026-03-06T12:17:21.729134,4.6719,6.6094,0.854,-1.9375
590.609,2026-03-06T12:17:21.984960,4.6250,6.5703,0.854,-1.9453
590.846,2026-03-06T12:17:22.221235,4.5859,6.5156,0.854,-1.9297
591.066,2026-03-06T12:17:22.441966,4.5469,6.4766,0.854,-1.9297
591.297,2026-03-06T12:17:22.672224,4.5000,6.4297,0.854,-1.9297
591.532,2026-03-06T12:17:22.907874,4.4531,6.3828,0.854,-1.9297
591.773,2026-03-06T12:17:23.149051,4.4141,6.3281,0.854,-1.9141
592.015,2026-03-06T12:17:23.391099,4.3594,6.2813,0.854,-1.9219
592.239,2026-03-06T12:17:23.614533,4.3203,6.2344,0.854,-1.9141
592.494,2026-03-06T12:17:23.869951,4.2891,6.1875,0.885,-1.8984
592.726,2026-03-06T12:17:24.102065,4.2422,6.1484,0.885,-1.9063
592.957,2026-03-06T12:17:24.332906,4.1953,6.1016,0.854,-1.9063
593.201,2026-03-06T12:17:24.576681,4.1563,6.0547,1.160,-1.8984
593.425,2026-03-06T12:17:24.800355,4.1172,6.0078,0.854,-1.8906
593.669,2026-03-06T12:17:25.044468,4.0703,5.9609,0.854,-1.8906
593.905,2026-03-06T12:17:25.280757,4.0313,5.9219,0.854,-1.8906
594.143,2026-03-06T12:17:25.518428,3.9922,5.8672,0.854,-1.8750
594.384,2026-03-06T12:17:25.760073,3.9453,5.8203,0.854,-1.8750
594.609,2026-03-06T12:17:25.984711,3.9063,5.7734,0.854,-1.8672
594.852,2026-03-06T12:17:26.227238,3.8672,5.7344,0.854,-1.8672
595.091,2026-03-06T12:17:26.466527,3.8281,5.6875,0.885,-1.8594
595.353,2026-03-06T12:17:26.728240,3.7891,5.6406,0.854,-1.8516
595.586,2026-03-06T12:17:26.961648,3.7344,5.5938,0.855,-1.8594
595.824,2026-03-06T12:17:27.199813,3.6953,5.5469,0.854,-1.8516
596.062,2026-03-06T12:17:27.437695,3.6563,5.5078,0.854,-1.8516
596.337,2026-03-06T12:17:27.712680,3.6094,5.4531,0.854,-1.8438
596.569,2026-03-06T12:17:27.944826,3.5703,5.4141,0.854,-1.8438
596.789,2026-03-06T12:17:28.164498,3.5313,5.3672,0.854,-1.8359
597.027,2026-03-06T12:17:28.402750,3.4922,5.3281,0.824,-1.8359
597.268,2026-03-06T12:17:28.643873,3.4531,5.2734,0.854,-1.8203
597.512,2026-03-06T12:17:28.887379,3.4141,5.2344,0.885,-1.8203
597.753,2026-03-06T12:17:29.128909,3.3750,5.1875,0.824,-1.8125
597.983,2026-03-06T12:17:29.358485,3.3359,5.1484,0.854,-1.8125
598.213,2026-03-06T12:17:29.588208,3.2969,5.1016,0.854,-1.8047
598.451,2026-03-06T12:17:29.826417,3.2500,5.0625,0.885,-1.8125
598.691,2026-03-06T12:17:30.066736,3.2188,5.0156,0.824,-1.7969
598.935,2026-03-06T12:17:30.310147,3.1797,4.9688,0.854,-1.7891
599.158,2026-03-06T12:17:30.533664,3.1406,4.9375,0.854,-1.7969
599.395,2026-03-06T12:17:30.770822,3.0938,4.8828,0.854,-1.7891
599.634,2026-03-06T12:17:31.009323,3.0625,4.8516,0.854,-1.7891
599.889,2026-03-06T12:17:31.265020,3.0234,4.8047,0.854,-1.7813
600.123,2026-03-06T12:17:31.498560,2.9766,4.7500,0.854,-1.7734
600.341,2026-03-06T12:17:31.716958,2.9453,4.7188,0.854,-1.7734
600.580,2026-03-06T12:17:31.955773,2.9063,4.6719,0.855,-1.7656
600.818,2026-03-06T12:17:32.194076,2.8750,4.6328,0.854,-1.7578
601.055,2026-03-06T12:17:32.430893,2.8359,4.5859,0.854,-1.7500
601.297,2026-03-06T12:17:32.672237,2.7891,4.5469,0.854,-1.7578
601.521,2026-03-06T12:17:32.896657,2.7578,4.5078,0.824,-1.7500
601.775,2026-03-06T12:17:33.150751,2.7188,4.4766,0.885,-1.7578
602.009,2026-03-06T12:17:33.384919,2.6797,4.4297,0.854,-1.7500
602.242,2026-03-06T12:17:33.617370,2.6406,4.3828,0.854,-1.7422
602.483,2026-03-06T12:17:33.858332,2.6016,4.3438,0.854,-1.7422
602.703,2026-03-06T12:17:34.078299,2.5703,4.3047,0.824,-1.7344
602.941,2026-03-06T12:17:34.316138,2.5313,4.2656,0.854,-1.7344
603.186,2026-03-06T12:17:34.561736,2.4922,4.2188,0.854,-1.7266
603.428,2026-03-06T12:17:34.803634,2.4531,4.1797,0.854,-1.7266
603.679,2026-03-06T12:17:35.054289,2.4219,4.1328,0.854,-1.7109
603.899,2026-03-06T12:17:35.274991,2.3906,4.0938,1.007,-1.7031
604.131,2026-03-06T12:17:35.506214,2.3516,4.0547,0.854,-1.7031
604.367,2026-03-06T12:17:35.742903,2.3125,4.0156,0.854,-1.7031
604.609,2026-03-06T12:17:35.985055,2.2734,3.9844,1.129,-1.7109
604.846,2026-03-06T12:17:36.221889,2.2422,3.9375,0.854,-1.6953
605.071,2026-03-06T12:17:36.446509,2.2109,3.8984,0.824,-1.6875
605.312,2026-03-06T12:17:36.687657,2.1641,3.8672,0.854,-1.7031
605.564,2026-03-06T12:17:36.940061,2.1328,3.8203,0.854,-1.6875
605.795,2026-03-06T12:17:37.170857,2.0938,3.7813,0.854,-1.6875
606.028,2026-03-06T12:17:37.403723,2.0547,3.7422,0.824,-1.6875
606.250,2026-03-06T12:17:37.626060,2.0313,3.7031,0.824,-1.6719
606.493,2026-03-06T12:17:37.868952,1.9922,3.6641,0.854,-1.6719
606.734,2026-03-06T12:17:38.109794,1.9531,3.6250,0.854,-1.6719
606.973,2026-03-06T12:17:38.348200,1.9141,3.5859,0.855,-1.6719
607.213,2026-03-06T12:17:38.588591,1.8828,3.5391,0.854,-1.6563
607.445,2026-03-06T12:17:38.820897,1.8516,3.5078,0.824,-1.6563
607.679,2026-03-06T12:17:39.054384,1.8125,3.4688,0.854,-1.6563
607.916,2026-03-06T12:17:39.291704,1.7813,3.4297,0.824,-1.6484
608.156,2026-03-06T12:17:39.532096,1.7422,3.3906,0.824,-1.6484
608.397,2026-03-06T12:17:39.772988,1.7109,3.3516,0.854,-1.6406
608.617,2026-03-06T12:17:39.992184,1.6797,3.3125,0.854,-1.6328
608.853,2026-03-06T12:17:40.228678,1.6406,3.2813,0.885,-1.6406
609.094,2026-03-06T12:17:40.469243,1.6094,3.2422,0.855,-1.6328
609.338,2026-03-06T12:17:40.713449,1.5781,3.2031,0.854,-1.6250
609.587,2026-03-06T12:17:40.962615,1.5469,3.1641,0.854,-1.6172
609.807,2026-03-06T12:17:41.182370,1.5000,3.1250,0.855,-1.6250
610.044,2026-03-06T12:17:41.419492,1.4688,3.0859,1.007,-1.6172
610.282,2026-03-06T12:17:41.657624,1.4375,3.0547,0.854,-1.6172
610.520,2026-03-06T12:17:41.895174,1.4063,3.0078,0.854,-1.6016
610.758,2026-03-06T12:17:42.134100,1.3750,2.9766,0.946,-1.6016
610.978,2026-03-06T12:17:42.353446,1.3438,2.9375,0.854,-1.5938
611.216,2026-03-06T12:17:42.591956,1.3125,2.8984,0.854,-1.5859
611.477,2026-03-06T12:17:42.853013,1.2734,2.8672,0.854,-1.5938
611.709,2026-03-06T12:17:43.085015,1.2344,2.8281,0.854,-1.5938
611.945,2026-03-06T12:17:43.320159,1.2031,2.7969,0.854,-1.5938
612.165,2026-03-06T12:17:43.540482,1.1797,2.7578,0.855,-1.5781
612.402,2026-03-06T12:17:43.777996,1.1406,2.7188,1.007,-1.5781
612.643,2026-03-06T12:17:44.018668,1.1094,2.6797,0.854,-1.5703
612.881,2026-03-06T12:17:44.256466,1.0625,2.6563,0.854,-1.5938
613.120,2026-03-06T12:17:44.496024,1.0391,2.6172,0.824,-1.5781
613.344,2026-03-06T12:17:44.719686,1.0078,2.5703,0.854,-1.5625
613.587,2026-03-06T12:17:44.962333,0.9766,2.5391,0.855,-1.5625
613.836,2026-03-06T12:17:45.211127,0.9453,2.5078,0.855,-1.5625
614.065,2026-03-06T12:17:45.440729,0.9063,2.4688,0.854,-1.5625
614.306,2026-03-06T12:17:45.681752,0.8828,2.4375,0.854,-1.5547
614.531,2026-03-06T12:17:45.906190,0.8516,2.3984,0.854,-1.5469
614.772,2026-03-06T12:17:46.147605,0.8203,2.3672,0.854,-1.5469
615.011,2026-03-06T12:17:46.386948,0.7891,2.3281,0.824,-1.5391
615.249,2026-03-06T12:17:46.624383,0.7500,2.2891,0.854,-1.5391
615.497,2026-03-06T12:17:46.873058,0.7188,2.2578,0.824,-1.5391
615.720,2026-03-06T12:17:47.095667,0.6953,2.2266,0.854,-1.5313
615.963,2026-03-06T12:17:47.338328,0.6563,2.1953,0.854,-1.5391
616.189,2026-03-06T12:17:47.564723,0.6250,2.1563,0.854,-1.5313
616.431,2026-03-06T12:17:47.806754,0.5938,2.1250,0.854,-1.5313
616.669,2026-03-06T12:17:48.044342,0.5625,2.0938,0.824,-1.5313
