Elapsed_Time_s,Timestamp,T1_C,T2_C,Skew_ms,Delta_T_C
194.937,2026-03-06T12:10:46.312673,30.7500,28.9922,0.854,1.7578
195.157,2026-03-06T12:10:46.532466,30.7891,29.0313,0.854,1.7578
195.399,2026-03-06T12:10:46.774421,30.8359,29.0859,0.854,1.7500
195.621,2026-03-06T12:10:46.996473,30.8828,29.1328,0.854,1.7500
195.843,2026-03-06T12:10:47.218842,30.9219,29.1719,0.885,1.7500
196.081,2026-03-06T12:10:47.456463,30.9609,29.2266,0.824,1.7344
196.329,2026-03-06T12:10:47.704797,31.0000,29.2734,0.854,1.7266
196.562,2026-03-06T12:10:47.937275,31.0547,29.3281,0.855,1.7266
196.800,2026-03-06T12:10:48.175913,31.0938,29.3672,0.854,1.7266
197.020,2026-03-06T12:10:48.396096,31.1328,29.4063,0.855,1.7266
197.263,2026-03-06T12:10:48.638166,31.1719,29.4531,1.007,1.7188
197.502,2026-03-06T12:10:48.877162,31.2188,29.5078,0.854,1.7109
197.739,2026-03-06T12:10:49.114691,31.2578,29.5625,0.885,1.6953
197.975,2026-03-06T12:10:49.350951,31.2969,29.6016,0.854,1.6953
198.196,2026-03-06T12:10:49.571279,31.3516,29.6484,0.854,1.7031
198.454,2026-03-06T12:10:49.829592,31.3828,29.6875,0.824,1.6953
198.685,2026-03-06T12:10:50.060448,31.4297,29.7422,0.854,1.6875
198.928,2026-03-06T12:10:50.303497,31.4688,29.7813,0.854,1.6875
199.165,2026-03-06T12:10:50.540753,31.5156,29.8359,0.854,1.6797
199.386,2026-03-06T12:10:50.761322,31.5547,29.8750,0.855,1.6797
199.629,2026-03-06T12:10:51.004541,31.5938,29.9219,0.854,1.6719
199.869,2026-03-06T12:10:51.244398,31.6406,29.9688,0.824,1.6719
200.121,2026-03-06T12:10:51.496431,31.6797,30.0156,0.854,1.6641
200.356,2026-03-06T12:10:51.731548,31.7109,30.0625,0.885,1.6484
200.574,2026-03-06T12:10:51.949347,31.7578,30.1016,0.854,1.6563
200.809,2026-03-06T12:10:52.184273,31.7969,30.1484,0.854,1.6484
201.052,2026-03-06T12:10:52.427359,31.8359,30.1953,1.160,1.6406
201.294,2026-03-06T12:10:52.669143,31.8750,30.2422,0.854,1.6328
201.535,2026-03-06T12:10:52.910442,31.9141,30.2891,0.854,1.6250
201.754,2026-03-06T12:10:53.130074,31.9531,30.3359,0.854,1.6172
201.991,2026-03-06T12:10:53.366287,31.9922,30.3750,0.854,1.6172
202.229,2026-03-06T12:10:53.604772,32.0313,30.4141,0.854,1.6172
202.482,2026-03-06T12:10:53.857820,32.0703,30.4609,0.824,1.6094
202.715,2026-03-06T12:10:54.091103,32.1172,30.5078,0.824,1.6094
202.938,2026-03-06T12:10:54.313556,32.1563,30.5469,0.854,1.6094
203.179,2026-03-06T12:10:54.554282,32.1953,30.5938,0.855,1.6016
203.418,2026-03-06T12:10:54.793460,32.2344,30.6406,0.854,1.5938
203.660,2026-03-06T12:10:55.035637,32.2734,30.6797,0.855,1.5938
203.903,2026-03-06T12:10:55.278179,32.3125,30.7266,0.854,1.5859
204.127,2026-03-06T12:10:55.502145,32.3438,30.7656,0.854,1.5781
204.363,2026-03-06T12:10:55.738402,32.3984,30.8125,0.885,1.5859
204.609,2026-03-06T12:10:55.984638,32.4375,30.8516,0.824,1.5859
204.842,2026-03-06T12:10:56.217326,32.4688,30.9063,0.824,1.5625
205.082,2026-03-06T12:10:56.457167,32.5078,30.9375,0.824,1.5703
205.306,2026-03-06T12:10:56.681772,32.5391,30.9844,0.854,1.5547
205.548,2026-03-06T12:10:56.924044,32.5859,31.0234,0.854,1.5625
205.787,2026-03-06T12:10:57.162148,32.6250,31.0703,0.824,1.5547
206.024,2026-03-06T12:10:57.399510,32.6563,31.1094,0.854,1.5469
206.268,2026-03-06T12:10:57.643778,32.6953,31.1484,0.854,1.5469
206.486,2026-03-06T12:10:57.862002,32.7344,31.1875,1.587,1.5469
206.730,2026-03-06T12:10:58.105621,32.7734,31.2422,0.854,1.5313
206.971,2026-03-06T12:10:58.346883,32.8125,31.2656,0.854,1.5469
207.211,2026-03-06T12:10:58.586109,32.8594,31.3125,0.854,1.5469
207.447,2026-03-06T12:10:58.822233,32.8906,31.3516,0.854,1.5391
207.666,2026-03-06T12:10:59.041141,32.9219,31.3984,0.824,1.5234
207.909,2026-03-06T12:10:59.284233,32.9609,31.4453,0.854,1.5156
208.158,2026-03-06T12:10:59.533384,33.0000,31.4766,0.854,1.5234
208.391,2026-03-06T12:10:59.767015,33.0391,31.5313,0.885,1.5078
208.629,2026-03-06T12:11:00.004446,33.0703,31.5703,0.946,1.5000
208.849,2026-03-06T12:11:00.224608,33.1094,31.6094,0.854,1.5000
209.093,2026-03-06T12:11:00.468930,33.1484,31.6406,0.824,1.5078
209.334,2026-03-06T12:11:00.709955,33.1797,31.6875,0.854,1.4922
209.576,2026-03-06T12:11:00.951454,33.2188,31.7266,0.854,1.4922
209.812,2026-03-06T12:11:01.187696,33.2500,31.7656,0.854,1.4844
210.032,2026-03-06T12:11:01.407447,33.2891,31.8047,0.854,1.4844
210.278,2026-03-06T12:11:01.653676,33.3203,31.8438,0.854,1.4766
210.512,2026-03-06T12:11:01.887770,33.3672,31.8828,0.854,1.4844
210.754,2026-03-06T12:11:02.129783,33.3984,31.9219,0.824,1.4766
210.995,2026-03-06T12:11:02.371063,33.4453,31.9688,0.824,1.4766
211.216,2026-03-06T12:11:02.591798,33.4688,32.0000,0.854,1.4688
211.454,2026-03-06T12:11:02.829176,33.5156,32.0391,0.854,1.4766
211.693,2026-03-06T12:11:03.068554,33.5469,32.0781,0.854,1.4688
211.935,2026-03-06T12:11:03.310430,33.5781,32.1172,0.824,1.4609
212.189,2026-03-06T12:11:03.565026,33.6172,32.1641,0.855,1.4531
212.400,2026-03-06T12:11:03.775429,33.6563,32.1953,0.854,1.4609
212.639,2026-03-06T12:11:04.014737,33.6875,32.2422,0.854,1.4453
212.877,2026-03-06T12:11:04.252172,33.7188,32.2813,0.824,1.4375
213.119,2026-03-06T12:11:04.495048,33.7578,32.3203,0.854,1.4375
213.362,2026-03-06T12:11:04.737267,33.7891,32.3516,0.854,1.4375
213.585,2026-03-06T12:11:04.960841,33.8281,32.3906,0.854,1.4375
213.825,2026-03-06T12:11:05.200643,33.8594,32.4297,0.854,1.4297
214.071,2026-03-06T12:11:05.447097,33.8906,32.4688,0.855,1.4219
214.307,2026-03-06T12:11:05.682481,33.9297,32.5078,0.854,1.4219
214.549,2026-03-06T12:11:05.924577,33.9609,32.5391,0.824,1.4219
214.773,2026-03-06T12:11:06.148665,34.0000,32.5859,1.007,1.4141
215.015,2026-03-06T12:11:06.390621,34.0313,32.6172,0.854,1.4141
215.255,2026-03-06T12:11:06.630411,34.0625,32.6563,0.854,1.4063
215.496,2026-03-06T12:11:06.871418,34.1016,32.6953,0.916,1.4063
215.745,2026-03-06T12:11:07.120475,34.1328,32.7344,0.824,1.3984
215.974,2026-03-06T12:11:07.349397,34.1719,32.7734,0.854,1.3984
216.210,2026-03-06T12:11:07.585406,34.2031,32.8047,0.854,1.3984
216.441,2026-03-06T12:11:07.816522,34.2422,32.8438,0.854,1.3984
216.678,2026-03-06T12:11:08.053777,34.2656,32.8828,0.854,1.3828
216.916,2026-03-06T12:11:08.291646,34.3047,32.9219,0.854,1.3828
217.159,2026-03-06T12:11:08.535067,34.3359,32.9609,0.854,1.3750
217.384,2026-03-06T12:11:08.759331,34.3750,32.9922,0.885,1.3828
217.625,2026-03-06T12:11:09.000932,34.3984,33.0313,0.854,1.3672
217.863,2026-03-06T12:11:09.238583,34.4297,33.0703,0.885,1.3594
218.118,2026-03-06T12:11:09.493678,34.4688,33.1016,0.854,1.3672
218.344,2026-03-06T12:11:09.720049,34.5078,33.1406,0.855,1.3672
218.569,2026-03-06T12:11:09.944452,34.5313,33.1719,1.373,1.3594
218.811,2026-03-06T12:11:10.186505,34.5703,33.2031,0.854,1.3672
219.052,2026-03-06T12:11:10.427781,34.6016,33.2422,0.854,1.3594
219.290,2026-03-06T12:11:10.666010,34.6250,33.2734,0.824,1.3516
219.533,2026-03-06T12:11:10.908358,34.6641,33.3125,0.854,1.3516
219.757,2026-03-06T12:11:11.132861,34.6953,33.3438,0.854,1.3516
219.997,2026-03-06T12:11:11.372891,34.7266,33.3828,0.854,1.3438
220.240,2026-03-06T12:11:11.615852,34.7578,33.4141,0.854,1.3438
220.474,2026-03-06T12:11:11.850012,34.7891,33.4531,0.854,1.3359
220.715,2026-03-06T12:11:12.090758,34.8203,33.4844,0.854,1.3359
220.938,2026-03-06T12:11:12.313301,34.8516,33.5234,0.854,1.3281
221.178,2026-03-06T12:11:12.553711,34.8828,33.5625,0.854,1.3203
221.416,2026-03-06T12:11:12.791256,34.9141,33.5938,0.855,1.3203
221.654,2026-03-06T12:11:13.029124,34.9531,33.6328,0.854,1.3203
221.900,2026-03-06T12:11:13.275337,34.9844,33.6719,0.854,1.3125
222.123,2026-03-06T12:11:13.499072,35.0078,33.6953,0.854,1.3125
222.351,2026-03-06T12:11:13.726822,35.0391,33.7266,0.946,1.3125
222.590,2026-03-06T12:11:13.965899,35.0703,33.7656,0.854,1.3047
222.828,2026-03-06T12:11:14.203348,35.1016,33.7969,0.854,1.3047
223.066,2026-03-06T12:11:14.441350,35.1250,33.8281,0.854,1.2969
223.290,2026-03-06T12:11:14.665793,35.1641,33.8594,0.854,1.3047
223.530,2026-03-06T12:11:14.906064,35.1875,33.8906,0.854,1.2969
223.770,2026-03-06T12:11:15.145654,35.2188,33.9297,0.855,1.2891
224.017,2026-03-06T12:11:15.393027,35.2500,33.9609,0.854,1.2891
224.248,2026-03-06T12:11:15.623851,35.2734,33.9922,0.824,1.2813
224.473,2026-03-06T12:11:15.848593,35.3125,34.0234,0.854,1.2891
224.716,2026-03-06T12:11:16.091878,35.3359,34.0625,0.854,1.2734
224.954,2026-03-06T12:11:16.329298,35.3672,34.0938,0.824,1.2734
225.191,2026-03-06T12:11:16.566798,35.3984,34.1250,0.854,1.2734
225.430,2026-03-06T12:11:16.805731,35.4297,34.1641,0.854,1.2656
225.656,2026-03-06T12:11:17.031109,35.4609,34.1953,0.854,1.2656
225.897,2026-03-06T12:11:17.272540,35.4844,34.2266,0.854,1.2578
226.149,2026-03-06T12:11:17.524341,35.5234,34.2578,1.068,1.2656
226.378,2026-03-06T12:11:17.753787,35.5547,34.2969,0.854,1.2578
226.616,2026-03-06T12:11:17.991159,35.5781,34.3281,0.854,1.2500
226.839,2026-03-06T12:11:18.214626,35.6016,34.3594,0.854,1.2422
227.081,2026-03-06T12:11:18.456829,35.6328,34.3828,0.824,1.2500
227.323,2026-03-06T12:11:18.698535,35.6641,34.4219,1.160,1.2422
227.560,2026-03-06T12:11:18.935836,35.6953,34.4453,0.854,1.2500
227.799,2026-03-06T12:11:19.174529,35.7266,34.4844,0.854,1.2422
228.022,2026-03-06T12:11:19.397110,35.7500,34.5234,0.824,1.2266
228.269,2026-03-06T12:11:19.644230,35.7813,34.5469,0.824,1.2344
228.507,2026-03-06T12:11:19.882596,35.8125,34.5781,0.824,1.2344
228.745,2026-03-06T12:11:20.120380,35.8359,34.6094,0.855,1.2266
228.983,2026-03-06T12:11:20.358673,35.8672,34.6406,0.854,1.2266
229.209,2026-03-06T12:11:20.584569,35.8906,34.6719,0.854,1.2188
229.451,2026-03-06T12:11:20.826818,35.9219,34.7031,0.854,1.2188
229.691,2026-03-06T12:11:21.066407,35.9531,34.7344,0.854,1.2188
229.936,2026-03-06T12:11:21.311723,35.9766,34.7656,1.129,1.2109
230.173,2026-03-06T12:11:21.548254,36.0000,34.7891,0.854,1.2109
230.392,2026-03-06T12:11:21.767289,36.0313,34.8203,0.854,1.2109
230.636,2026-03-06T12:11:22.011722,36.0625,34.8516,0.854,1.2109
230.874,2026-03-06T12:11:22.249823,36.0859,34.8750,0.854,1.2109
231.112,2026-03-06T12:11:22.487412,36.1172,34.9141,0.885,1.2031
231.350,2026-03-06T12:11:22.725519,36.1484,34.9375,0.854,1.2109
231.575,2026-03-06T12:11:22.950487,36.1719,34.9609,0.854,1.2109
231.817,2026-03-06T12:11:23.192282,36.2109,34.9922,0.854,1.2188
232.064,2026-03-06T12:11:23.439622,36.2266,35.0156,0.854,1.2109
232.297,2026-03-06T12:11:23.672817,36.2656,35.0391,0.854,1.2266
232.534,2026-03-06T12:11:23.909756,36.2969,35.0703,0.824,1.2266
232.754,2026-03-06T12:11:24.129469,36.3125,35.0938,0.854,1.2188
232.993,2026-03-06T12:11:24.368883,36.3359,35.1094,0.854,1.2266
233.235,2026-03-06T12:11:24.610117,36.3672,35.1406,0.854,1.2266
233.476,2026-03-06T12:11:24.851464,36.3906,35.1641,0.854,1.2266
233.717,2026-03-06T12:11:25.092779,36.4141,35.1875,1.099,1.2266
233.947,2026-03-06T12:11:25.323026,36.4453,35.2188,0.824,1.2266
234.180,2026-03-06T12:11:25.555569,36.4688,35.2344,0.854,1.2344
234.413,2026-03-06T12:11:25.788483,36.5000,35.2500,0.854,1.2500
234.656,2026-03-06T12:11:26.032057,36.5234,35.2656,0.854,1.2578
234.898,2026-03-06T12:11:26.273121,36.5469,35.2969,0.854,1.2500
235.121,2026-03-06T12:11:26.496895,36.5703,35.3203,0.854,1.2500
235.359,2026-03-06T12:11:26.734234,36.6094,35.3359,0.885,1.2734
235.598,2026-03-06T12:11:26.973559,36.6328,35.3594,0.854,1.2734
235.846,2026-03-06T12:11:27.221165,36.6563,35.3750,0.854,1.2813
236.081,2026-03-06T12:11:27.456437,36.6797,35.3984,0.854,1.2813
236.304,2026-03-06T12:11:27.679914,36.7109,35.4219,0.854,1.2891
236.539,2026-03-06T12:11:27.914718,36.7344,35.4375,0.854,1.2969
236.779,2026-03-06T12:11:28.154936,36.7578,35.4609,0.854,1.2969
237.018,2026-03-06T12:11:28.393996,36.7891,35.4766,0.854,1.3125
237.256,2026-03-06T12:11:28.631337,36.8047,35.5000,0.854,1.3047
237.476,2026-03-06T12:11:28.851811,36.8359,35.5234,0.854,1.3125
237.734,2026-03-06T12:11:29.109965,36.8672,35.5391,0.854,1.3281
237.965,2026-03-06T12:11:29.340462,36.8906,35.5625,0.854,1.3281
238.206,2026-03-06T12:11:29.581555,36.9063,35.5781,0.854,1.3281
238.444,2026-03-06T12:11:29.819828,36.9375,35.5938,0.854,1.3438
238.665,2026-03-06T12:11:30.040911,36.9609,35.6172,0.854,1.3438
238.905,2026-03-06T12:11:30.280276,36.9844,35.6328,0.854,1.3516
239.149,2026-03-06T12:11:30.524111,37.0078,35.6563,0.854,1.3516
239.404,2026-03-06T12:11:30.779495,37.0313,35.6719,0.854,1.3594
239.653,2026-03-06T12:11:31.028791,37.0625,35.6875,0.854,1.3750
239.886,2026-03-06T12:11:31.261502,37.0859,35.7188,0.854,1.3672
240.126,2026-03-06T12:11:31.502090,37.1094,35.7266,1.038,1.3828
240.352,2026-03-06T12:11:31.727267,37.1406,35.7500,0.854,1.3906
240.594,2026-03-06T12:11:31.969485,37.1563,35.7656,0.854,1.3906
240.831,2026-03-06T12:11:32.206880,37.1797,35.7813,0.885,1.3984
241.069,2026-03-06T12:11:32.444197,37.2031,35.7969,0.854,1.4063
241.310,2026-03-06T12:11:32.685437,37.2266,35.8125,0.854,1.4141
241.545,2026-03-06T12:11:32.920844,37.2500,35.8359,0.854,1.4141
241.771,2026-03-06T12:11:33.146425,37.2734,35.8516,0.854,1.4219
242.014,2026-03-06T12:11:33.389759,37.2969,35.8672,0.854,1.4297
242.255,2026-03-06T12:11:33.630621,37.3125,35.8828,0.854,1.4297
242.495,2026-03-06T12:11:33.870367,37.3438,35.8984,0.854,1.4453
242.715,2026-03-06T12:11:34.090575,37.3672,35.9141,0.854,1.4531
242.951,2026-03-06T12:11:34.326941,37.3828,35.9297,0.854,1.4531
243.199,2026-03-06T12:11:34.574906,37.4141,35.9453,0.854,1.4688
243.436,2026-03-06T12:11:34.811534,37.4297,35.9609,0.854,1.4688
243.676,2026-03-06T12:11:35.051474,37.4609,35.9766,0.824,1.4844
243.896,2026-03-06T12:11:35.271322,37.4766,36.0000,0.854,1.4766
244.135,2026-03-06T12:11:35.510943,37.5000,36.0156,0.854,1.4844
244.377,2026-03-06T12:11:35.752610,37.5156,36.0313,0.854,1.4844
244.613,2026-03-06T12:11:35.988948,37.5391,36.0469,0.854,1.4922
244.856,2026-03-06T12:11:36.231141,37.5625,36.0625,0.854,1.5000
245.099,2026-03-06T12:11:36.474659,37.5859,36.0781,0.854,1.5078
245.337,2026-03-06T12:11:36.712429,37.6094,36.0938,0.854,1.5156
245.567,2026-03-06T12:11:36.942688,37.6250,36.1094,0.854,1.5156
245.797,2026-03-06T12:11:37.172769,37.6484,36.1250,0.824,1.5234
246.039,2026-03-06T12:11:37.414113,37.6719,36.1406,0.855,1.5313
246.262,2026-03-06T12:11:37.637318,37.6953,36.1563,0.854,1.5391
246.502,2026-03-06T12:11:37.877602,37.7109,36.1719,0.824,1.5391
246.742,2026-03-06T12:11:38.117835,37.7266,36.1875,0.854,1.5391
246.981,2026-03-06T12:11:38.356780,37.7578,36.2109,0.824,1.5469
247.230,2026-03-06T12:11:38.605152,37.7734,36.2266,0.854,1.5469
247.456,2026-03-06T12:11:38.832059,37.7969,36.2344,0.854,1.5625
247.690,2026-03-06T12:11:39.065779,37.8047,36.2500,0.854,1.5547
247.928,2026-03-06T12:11:39.303880,37.8281,36.2656,0.854,1.5625
248.167,2026-03-06T12:11:39.542833,37.8516,36.2813,0.854,1.5703
248.405,2026-03-06T12:11:39.780139,37.8672,36.2969,0.854,1.5703
248.624,2026-03-06T12:11:39.999486,37.8906,36.3047,0.854,1.5859
248.862,2026-03-06T12:11:40.237996,37.9141,36.3203,0.854,1.5938
249.111,2026-03-06T12:11:40.486873,37.9297,36.3359,0.885,1.5938
249.342,2026-03-06T12:11:40.717366,37.9453,36.3594,0.885,1.5859
249.580,2026-03-06T12:11:40.955374,37.9609,36.3672,0.855,1.5938
249.803,2026-03-06T12:11:41.178348,37.9922,36.3750,0.824,1.6172
250.044,2026-03-06T12:11:41.419559,38.0078,36.3984,0.854,1.6094
250.284,2026-03-06T12:11:41.659971,38.0234,36.4141,0.854,1.6094
250.523,2026-03-06T12:11:41.899108,38.0469,36.4219,0.854,1.6250
250.776,2026-03-06T12:11:42.151933,38.0547,36.4375,0.854,1.6172
250.996,2026-03-06T12:11:42.371506,38.0781,36.4531,0.854,1.6250
251.236,2026-03-06T12:11:42.611338,38.0938,36.4688,0.854,1.6250
251.461,2026-03-06T12:11:42.836757,38.1172,36.4766,0.885,1.6406
251.698,2026-03-06T12:11:43.073771,38.1328,36.4922,0.854,1.6406
251.935,2026-03-06T12:11:43.310312,38.1563,36.5078,0.824,1.6484
252.155,2026-03-06T12:11:43.530977,38.1641,36.5234,0.885,1.6406
252.394,2026-03-06T12:11:43.769149,38.1875,36.5313,0.854,1.6563
252.635,2026-03-06T12:11:44.010366,38.2109,36.5469,0.854,1.6641
252.888,2026-03-06T12:11:44.263876,38.2266,36.5625,0.854,1.6641
253.123,2026-03-06T12:11:44.498165,38.2422,36.5781,0.854,1.6641
253.343,2026-03-06T12:11:44.718420,38.2578,36.5938,0.824,1.6641
253.577,2026-03-06T12:11:44.952765,38.2813,36.6016,0.885,1.6797
253.815,2026-03-06T12:11:45.190384,38.2969,36.6172,0.885,1.6797
254.052,2026-03-06T12:11:45.427562,38.3125,36.6328,0.854,1.6797
254.293,2026-03-06T12:11:45.668446,38.3281,36.6406,0.824,1.6875
254.517,2026-03-06T12:11:45.893008,38.3516,36.6563,0.854,1.6953
254.760,2026-03-06T12:11:46.135315,38.3672,36.6641,0.854,1.7031
254.997,2026-03-06T12:11:46.372922,38.3750,36.6797,0.824,1.6953
255.257,2026-03-06T12:11:46.632815,38.3984,36.6953,0.854,1.7031
255.497,2026-03-06T12:11:46.872777,38.4141,36.7109,0.854,1.7031
255.739,2026-03-06T12:11:47.114147,38.4219,36.7188,1.007,1.7031
255.974,2026-03-06T12:11:47.350029,38.4531,36.7344,0.854,1.7188
256.199,2026-03-06T12:11:47.574474,38.4609,36.7500,0.854,1.7109
256.438,2026-03-06T12:11:47.813340,38.4844,36.7656,0.854,1.7188
256.676,2026-03-06T12:11:48.051576,38.4922,36.7734,0.854,1.7188
256.916,2026-03-06T12:11:48.291614,38.5156,36.7813,0.854,1.7344
257.173,2026-03-06T12:11:48.548408,38.5313,36.7969,0.855,1.7344
257.389,2026-03-06T12:11:48.765071,38.5469,36.8203,0.885,1.7266
257.622,2026-03-06T12:11:48.997442,38.5625,36.8281,0.854,1.7344
257.858,2026-03-06T12:11:49.233714,38.5781,36.8359,0.824,1.7422
258.098,2026-03-06T12:11:49.474011,38.5938,36.8594,0.854,1.7344
258.340,2026-03-06T12:11:49.715259,38.6094,36.8672,0.854,1.7422
258.560,2026-03-06T12:11:49.935494,38.6250,36.8828,0.854,1.7422
258.805,2026-03-06T12:11:50.180450,38.6406,36.8984,1.038,1.7422
259.046,2026-03-06T12:11:50.421429,38.6563,36.9063,0.885,1.7500
259.296,2026-03-06T12:11:50.671608,38.6641,36.9141,0.855,1.7500
259.527,2026-03-06T12:11:50.903048,38.6797,36.9297,0.824,1.7500
259.743,2026-03-06T12:11:51.118519,38.7031,36.9453,0.854,1.7578
259.984,2026-03-06T12:11:51.359971,38.7109,36.9609,0.854,1.7500
260.225,2026-03-06T12:11:51.600543,38.7266,36.9688,0.855,1.7578
260.468,2026-03-06T12:11:51.843267,38.7500,36.9766,0.824,1.7734
260.708,2026-03-06T12:11:52.083577,38.7656,37.0000,0.824,1.7656
260.928,2026-03-06T12:11:52.303571,38.7813,37.0078,0.855,1.7734
261.183,2026-03-06T12:11:52.558948,38.7891,37.0156,0.824,1.7734
261.419,2026-03-06T12:11:52.794648,38.8047,37.0313,0.854,1.7734
261.655,2026-03-06T12:11:53.031050,38.8203,37.0469,0.854,1.7734
261.897,2026-03-06T12:11:53.272324,38.8359,37.0547,0.855,1.7813
262.116,2026-03-06T12:11:53.491631,38.8516,37.0703,0.854,1.7813
262.354,2026-03-06T12:11:53.729364,38.8672,37.0781,0.855,1.7891
262.596,2026-03-06T12:11:53.971216,38.8828,37.0859,0.854,1.7969
262.852,2026-03-06T12:11:54.227341,38.8984,37.1016,0.824,1.7969
263.104,2026-03-06T12:11:54.479135,38.9141,37.1172,0.854,1.7969
263.342,2026-03-06T12:11:54.717111,38.9297,37.1328,0.854,1.7969
263.575,2026-03-06T12:11:54.950801,38.9375,37.1406,0.854,1.7969
263.794,2026-03-06T12:11:55.169998,38.9531,37.1563,0.854,1.7969
264.032,2026-03-06T12:11:55.408082,38.9688,37.1641,0.946,1.8047
264.272,2026-03-06T12:11:55.647984,38.9766,37.1797,0.854,1.7969
264.516,2026-03-06T12:11:55.891611,38.9922,37.1875,0.854,1.8047
264.774,2026-03-06T12:11:56.149432,39.0156,37.2109,0.854,1.8047
264.992,2026-03-06T12:11:56.367499,39.0234,37.2188,0.854,1.8047
265.224,2026-03-06T12:11:56.599682,39.0391,37.2188,0.885,1.8203
265.457,2026-03-06T12:11:56.832596,39.0547,37.2422,0.854,1.8125
265.700,2026-03-06T12:11:57.075623,39.0703,37.2500,0.854,1.8203
265.942,2026-03-06T12:11:57.317823,39.0703,37.2656,0.854,1.8047
266.165,2026-03-06T12:11:57.540544,39.0938,37.2813,0.854,1.8125
266.401,2026-03-06T12:11:57.776860,39.1094,37.2969,0.854,1.8125
266.651,2026-03-06T12:11:58.026936,39.1172,37.2969,0.854,1.8203
266.890,2026-03-06T12:11:58.265784,39.1250,37.3125,0.854,1.8125
267.123,2026-03-06T12:11:58.498477,39.1484,37.3281,0.854,1.8203
267.341,2026-03-06T12:11:58.717104,39.1563,37.3438,0.824,1.8125
267.584,2026-03-06T12:11:58.959550,39.1719,37.3516,0.854,1.8203
267.825,2026-03-06T12:11:59.200545,39.1797,37.3672,0.854,1.8125
268.062,2026-03-06T12:11:59.437351,39.1953,37.3750,0.885,1.8203
268.300,2026-03-06T12:11:59.675693,39.2031,37.3906,0.854,1.8125
268.522,2026-03-06T12:11:59.897886,39.2188,37.4063,0.854,1.8125
268.764,2026-03-06T12:12:00.140069,39.2344,37.4141,0.854,1.8203
269.022,2026-03-06T12:12:00.397200,39.2500,37.4297,0.824,1.8203
269.252,2026-03-06T12:12:00.627800,39.2578,37.4453,0.854,1.8125
269.488,2026-03-06T12:12:00.863446,39.2734,37.4531,0.854,1.8203
269.707,2026-03-06T12:12:01.082228,39.2891,37.4766,0.854,1.8125
269.945,2026-03-06T12:12:01.320503,39.2969,37.4844,0.854,1.8125
270.189,2026-03-06T12:12:01.564992,39.3125,37.4922,0.854,1.8203
270.433,2026-03-06T12:12:01.808475,39.3281,37.5078,1.190,1.8203
270.689,2026-03-06T12:12:02.064487,39.3359,37.5313,0.854,1.8047
270.909,2026-03-06T12:12:02.284238,39.3438,37.5391,0.824,1.8047
271.143,2026-03-06T12:12:02.518200,39.3594,37.5547,0.854,1.8047
271.375,2026-03-06T12:12:02.750322,39.3750,37.5703,0.854,1.8047
271.616,2026-03-06T12:12:02.991668,39.3828,37.5859,0.854,1.7969
271.858,2026-03-06T12:12:03.233631,39.3984,37.6016,0.854,1.7969
272.079,2026-03-06T12:12:03.454533,39.4141,37.6172,0.854,1.7969
272.320,2026-03-06T12:12:03.695882,39.4297,37.6328,0.854,1.7969
272.559,2026-03-06T12:12:03.935047,39.4375,37.6563,0.824,1.7813
272.798,2026-03-06T12:12:04.173239,39.4453,37.6719,0.854,1.7734
273.055,2026-03-06T12:12:04.430865,39.4609,37.6953,0.854,1.7656
273.295,2026-03-06T12:12:04.670976,39.4688,37.7188,0.854,1.7500
273.538,2026-03-06T12:12:04.913582,39.4844,37.7500,0.854,1.7344
273.763,2026-03-06T12:12:05.138221,39.5000,37.7734,1.556,1.7266
274.002,2026-03-06T12:12:05.377483,39.5078,37.8125,0.854,1.6953
274.240,2026-03-06T12:12:05.615328,39.5234,37.8516,0.854,1.6719
274.478,2026-03-06T12:12:05.853291,39.5391,37.8828,1.007,1.6563
274.721,2026-03-06T12:12:06.096750,39.5469,37.9219,0.854,1.6250
274.947,2026-03-06T12:12:06.322599,39.5625,37.9609,0.854,1.6016
275.200,2026-03-06T12:12:06.575528,39.5781,38.0000,0.854,1.5781
275.426,2026-03-06T12:12:06.801235,39.5859,38.0234,0.854,1.5625
275.665,2026-03-06T12:12:07.040266,39.6016,38.0625,0.854,1.5391
275.907,2026-03-06T12:12:07.282962,39.6094,38.0938,0.824,1.5156
276.133,2026-03-06T12:12:07.508530,39.6250,38.1328,0.855,1.4922
276.373,2026-03-06T12:12:07.748813,39.6406,38.1641,0.885,1.4766
276.611,2026-03-06T12:12:07.986858,39.6484,38.2031,0.885,1.4453
276.849,2026-03-06T12:12:08.224965,39.6641,38.2344,0.854,1.4297
277.102,2026-03-06T12:12:08.477769,39.6797,38.2656,0.824,1.4141
277.327,2026-03-06T12:12:08.702603,39.6953,38.3047,0.854,1.3906
277.557,2026-03-06T12:12:08.933097,39.7031,38.3281,0.854,1.3750
277.797,2026-03-06T12:12:09.172439,39.7188,38.3594,0.854,1.3594
278.034,2026-03-06T12:12:09.409987,39.7344,38.3828,0.854,1.3516
278.275,2026-03-06T12:12:09.650437,39.7500,38.4219,0.854,1.3281
278.501,2026-03-06T12:12:09.876128,39.7578,38.4453,0.824,1.3125
278.741,2026-03-06T12:12:10.116639,39.7734,38.4766,0.854,1.2969
278.981,2026-03-06T12:12:10.356897,39.7891,38.5000,0.854,1.2891
279.218,2026-03-06T12:12:10.593955,39.8047,38.5313,0.854,1.2734
